Place,County,StateCode,Population,ViolentCrime,PropertyCrime,SocietalCrime
cherry_fork,adams,oh,27420,44,99,16
cherry_grove,hamilton,oh,825037,682,2611,319
chesapeake,lawrence,oh,56653,399,487,40
cheshire,gallia,oh,29068,141,178,64
chesterhill,morgan,oh,13668,114,131,16
chesterland,geauga,oh,95469,148,126,146
chesterville,morrow,oh,35339,196,141,14
cheviot,hamilton,oh,8579,125,328,109
chickasaw,mercer,oh,42348,45,27,9
chillicothe,ross,oh,76606,622,1237,215
chilo,clermont,oh,210805,738,1031,439
chippewa_lake,medina,oh,,,,
chippewa_park,logan,oh,46040,154,146,49
choctaw_lake,madison,oh,43540,194,270,72
christiansburg,champaign,oh,38709,199,289,136
churchill,trumbull,oh,200643,119,240,78
cincinnati,hamilton,oh,307761,7481,17158,200
cinnamon_lake,ashland,oh,52181,123,115,173
circleville,pickaway,oh,14274,312,544,157
clarington,monroe,oh,13234,46,36,27
clarksburg,ross,oh,76606,622,1237,215
clarksville,clinton,oh,41964,73,107,23
clarktown,scioto,oh,72194,328,714,132
clayton,montgomery,oh,13228,82,206,71
cleveland,cuyahoga,oh,363764,23178,28050,1723
cleveland_heights,cuyahoga,oh,44105,281,854,165
cleves,hamilton,oh,825037,682,2611,319
clifton,greene,oh,168456,248,507,90
clinton,summit,oh,4353,67,74,8
cloverdale,putnam,oh,,,,
clyde,sandusky,oh,,,,
coal_grove,lawrence,oh,56653,399,487,40
coalton,jackson,oh,32586,139,160,45
coldstream,hamilton,oh,825037,682,2611,319
coldwater,mercer,oh,4676,30,50,10
college_corner,preble,oh,40596,146,158,143
collins,huron,oh,,,,
columbiana,columbiana,oh,6806,20,47,117
columbus,franklin,oh,907196,20106,53058,2382
columbus_grove,putnam,oh,,,,
commercial_point,pickaway,oh,3168,15,52,8
concorde_hills,hamilton,oh,825037,682,2611,319
conesville,coshocton,oh,36571,347,604,164
congress,wayne,oh,116559,344,1011,138
conneaut,ashtabula,oh,97014,367,713,161
continental,putnam,oh,,,,
convoy,van_wert,oh,28769,167,152,98
coolville,athens,oh,58979,143,393,125
corning,perry,oh,35480,98,86,21
cortland,trumbull,oh,7090,21,89,1
corwin,warren,oh,249778,320,1211,320
coshocton,coshocton,oh,36571,347,604,164
covedale,hamilton,oh,825037,682,2611,319
covington,miami,oh,2576,11,6,9
craig_beach,mahoning,oh,,,,
crestline,crawford,oh,4466,49,35,18
creston,wayne,oh,116559,344,1011,138
cridersville,auglaize,oh,45948,55,50,3
crooksville,perry,oh,35480,98,86,21
crown_city,gallia,oh,29068,141,178,64
crystal_lakes,clark,oh,134831,415,830,68
crystal_rock,erie,oh,74501,83,98,28
cumberland,guernsey,oh,,,,
curtice,ottawa,oh,,,,
custar,wood,oh,131592,199,440,133
cuyahoga_falls,summit,oh,50607,555,1318,896
cuyahoga_heights,cuyahoga,oh,,,,
cygnet,wood,oh,131592,199,440,133
cynthiana,pike,oh,27005,206,308,37
dalton,wayne,oh,116559,344,1011,138
damascus,mahoning,oh,,,,
danville,knox,oh,63183,226,370,136
darbydale,franklin,oh,1321820,691,890,303
darbyville,pickaway,oh,60023,218,794,200
darrtown,butler,oh,388420,401,963,328
day_heights,clermont,oh,210805,738,1031,439
dayton,montgomery,oh,137084,5076,8410,1623
de_graff,logan,oh,46040,154,146,49
deer_park,hamilton,oh,825037,682,2611,319
deersville,harrison,oh,14378,53,74,83
defiance,defiance,oh,16923,188,354,122
delaware,delaware,oh,44042,353,687,243
delhi_hills,hamilton,oh,825037,682,2611,319
dellroy,carroll,oh,26659,93,93,35
delphos,allen,oh,7007,84,79,23
delshire,hamilton,oh,825037,682,2611,319
delta,fulton,oh,3374,46,38,26
dennison,tuscarawas,oh,2658,12,3,4
dent,hamilton,oh,825037,682,2611,319
derby,pickaway,oh,60023,218,794,200
deshler,henry,oh,27512,104,196,72
devola,washington,oh,58901,153,337,107
dexter_city,noble,oh,,,,
dillonvale_cdp,hamilton,oh,825037,682,2611,319
dola,hardin,oh,,,,
donnelsville,clark,oh,134831,415,830,68
dover,tuscarawas,oh,12936,102,93,31
doylestown,wayne,oh,116559,344,1011,138
dresden,muskingum,oh,,,,
drexel,montgomery,oh,533892,1370,1844,709
dry_ridge,hamilton,oh,825037,682,2611,319
dry_run,hamilton,oh,825037,682,2611,319
dublin,franklin,oh,48799,213,798,103
duncan_falls,muskingum,oh,,,,
dundee,tuscarawas,oh,91937,331,436,77
dunkirk,hardin,oh,,,,
dunlap,hamilton,oh,825037,682,2611,319
dupont,putnam,oh,,,,
east_canton,stark,oh,1509,17,61,8
east_cleveland,cuyahoga,oh,13418,439,536,132
east_fultonham,muskingum,oh,,,,
east_liberty,logan,oh,46040,154,146,49
east_liverpool,columbiana,oh,100511,225,196,52
east_palestine,columbiana,oh,4697,89,99,117
east_rochester,columbiana,oh,100511,225,196,52
east_sparta,stark,oh,372657,883,1859,186
eastlake,lake,oh,,,,
eaton,preble,oh,8347,93,163,90
eaton_estates,lorain,oh,316268,494,842,121
edgerton,williams,oh,,,,
edgewood,ashtabula,oh,97014,367,713,161
edison,morrow,oh,35339,196,141,14
edon,williams,oh,12248,87,284,198
eldorado,preble,oh,40596,146,158,143
elgin,van_wert,oh,28769,167,152,98
elida,allen,oh,1859,10,18,0
elizabethtown,hamilton,oh,825037,682,2611,319
elmore,ottawa,oh,,,,
elmwood_place,hamilton,oh,825037,682,2611,319
elyria,lorain,oh,52902,870,1418,427
empire,jefferson,oh,64330,212,111,17
englewood,montgomery,oh,13338,100,430,36
enon,clark,oh,134831,415,830,68
etna,licking,oh,181359,597,1342,77
euclid,cuyahoga,oh,48344,753,1450,209
evendale,hamilton,oh,2624,17,191,8
fairborn,greene,oh,34725,580,727,275
fairfax,hamilton,oh,1738,9,258,36
fairfield,butler,oh,0,788,1468,415
fairfield_beach,fairfield,oh,162898,788,1468,415
fairlawn,summit,oh,7665,23,353,59
fairport_harbor,lake,oh,,,,
fairview,guernsey,oh,16821,61,124,32
fairview_park,cuyahoga,oh,16821,61,124,32
farmersville,montgomery,oh,533892,1370,1844,709
fayette,fulton,oh,42171,94,239,46
fayetteville,brown,oh,,,,
felicity,clermont,oh,210805,738,1031,439
findlay,hancock,oh,39881,544,1066,817
finneytown,hamilton,oh,825037,682,2611,319
five_points,warren,oh,249778,320,1211,320
flat_rock,seneca,oh,54632,121,305,31
fletcher,miami,oh,110247,326,534,269
florida,henry,oh,27512,104,196,72
flushing,belmont,oh,65509,296,180,182
forest,hardin,oh,19824,143,535,46
forest_park,hamilton,oh,19824,143,535,46
forestville,hamilton,oh,825037,682,2611,319
fort_jennings,putnam,oh,,,,
fort_loramie,shelby,oh,47671,116,144,91
fort_recovery,mercer,oh,42348,45,27,9
fort_seneca,seneca,oh,54632,121,305,31
fort_shawnee,allen,oh,101115,719,981,171
fostoria,seneca,oh,54632,121,305,31
four_bridges,butler,oh,388420,401,963,328
frankfort,ross,oh,76606,622,1237,215
franklin,warren,oh,11604,280,542,176
franklin_furnace,scioto,oh,72194,328,714,132
frazeysburg,muskingum,oh,,,,
fredericksburg,wayne,oh,116559,344,1011,138
fredericktown,knox,oh,2643,14,47,6
freeport,harrison,oh,14378,53,74,83
fremont,sandusky,oh,15757,150,535,158
fresno,coshocton,oh,36571,347,604,164
friendship,scioto,oh,72194,328,714,132
fruit_hill,hamilton,oh,825037,682,2611,319
fulton,morrow,oh,5321,45,100,18
fultonham,muskingum,oh,,,,
gahanna,franklin,oh,35167,343,1422,160
galena,delaware,oh,226296,391,1592,458
galion,crawford,oh,10338,99,141,59
gallipolis,gallia,oh,3296,84,163,61
gambier,knox,oh,63183,226,370,136
gann,knox,oh,63183,226,370,136
garfield_heights,cuyahoga,oh,29022,613,826,148
garrettsville,portage,oh,161745,449,1081,1151
gates_mills,cuyahoga,oh,2231,2,15,2
geneva,ashtabula,oh,97014,367,713,161
geneva-on-the-lake,ashtabula,oh,97014,367,713,161
genoa,ottawa,oh,,,,
georgetown,brown,oh,4453,34,49,62
germantown,montgomery,oh,5798,63,58,15
gettysburg,darke,oh,51529,284,295,118
gibsonburg,sandusky,oh,,,,
gilboa,putnam,oh,,,,
girard,trumbull,oh,200643,119,240,78
glandorf,putnam,oh,,,,
glencoe,belmont,oh,65509,296,180,182
glendale,hamilton,oh,825037,682,2611,319
glenford,perry,oh,35480,98,86,21
glenmont,holmes,oh,,,,
glenmoor,columbiana,oh,100511,225,196,52
glenwillow,cuyahoga,oh,,,,
gloria_glens_park,medina,oh,,,,
glouster,athens,oh,58979,143,393,125
gnadenhutten,tuscarawas,oh,91937,331,436,77
golf_manor,hamilton,oh,825037,682,2611,319
good_hope,fayette,oh,28839,242,398,65
gordon,darke,oh,51529,284,295,118
grafton,lorain,oh,5621,7,29,3
grand_rapids,wood,oh,131592,199,440,133
grand_river,lake,oh,,,,
grandview,hamilton,oh,8254,29,269,174
grandview_heights,franklin,oh,8254,29,269,174
granville,licking,oh,5741,21,57,23
granville_south,licking,oh,181359,597,1342,77
gratiot,licking,oh,181359,597,1342,77
gratis,preble,oh,40596,146,158,143
graysville,monroe,oh,13234,46,36,27
green,summit,oh,30730,170,744,272
green_camp,marion,oh,,,,
green_meadows,clark,oh,134831,415,830,68
greenfield,highland,oh,4334,43,36,137
greenhills,hamilton,oh,3658,38,62,9
greentown,stark,oh,372657,883,1859,186
greenville,darke,oh,51529,284,295,118
greenwich,huron,oh,,,,
groesbeck,hamilton,oh,825037,682,2611,319
grove_city,franklin,oh,42248,484,1539,807
groveport,franklin,oh,5820,87,146,35
grover_hill,paulding,oh,,,,
hamden,vinton,oh,12565,59,157,22
hamersville,brown,oh,,,,
hamilton,butler,oh,62536,1314,2250,360
hamler,henry,oh,27512,104,196,72
hanging_rock,lawrence,oh,56653,399,487,40
hannibal,monroe,oh,13234,46,36,27
hanover,licking,oh,181359,597,1342,77
hanoverton,columbiana,oh,100511,225,196,52
harbor_hills,licking,oh,181359,597,1342,77
harbor_view,lucas,oh,426643,549,1136,105
harpster,wyandot,oh,,,,
harrisburg,franklin,oh,1321820,691,890,303
harrison,hamilton,oh,825037,682,2611,319
harrisville,harrison,oh,14378,53,74,83
harrod,allen,oh,101115,719,981,171
hartford,licking,oh,181359,597,1342,77
hartville,stark,oh,3331,25,62,10
harveysburg,warren,oh,249778,320,1211,320
haskins,wood,oh,131592,199,440,133
haviland,paulding,oh,,,,
haydenville,hocking,oh,27858,315,377,198
hayesville,ashland,oh,52181,123,115,173
heath,licking,oh,10641,131,627,21
hebron,licking,oh,2376,33,52,6
helena,sandusky,oh,,,,
hemlock,perry,oh,35480,98,86,21
hessville,sandusky,oh,,,,
hicksville,defiance,oh,38187,114,213,136
hide-a-way_hills,hocking,oh,27858,315,377,198
higginsport,brown,oh,,,,
highland,highland,oh,8536,9,84,6
highland_heights,cuyahoga,oh,8536,9,84,6
highland_hills,cuyahoga,oh,,,,
highland_holiday,highland,oh,43391,217,299,57
highpoint,hamilton,oh,825037,682,2611,319
hilliard,franklin,oh,36644,310,735,506
hills_and_dales,stark,oh,372657,883,1859,186
hillsboro,highland,oh,6482,74,184,41
hilltop,trumbull,oh,200643,119,240,78
hiram,portage,oh,161745,449,1081,1151
hockingport,athens,oh,58979,143,393,125
holgate,henry,oh,27512,104,196,72
holiday_city,williams,oh,,,,
holiday_lakes,huron,oh,,,,
holiday_valley,clark,oh,134831,415,830,68
holland,lucas,oh,1797,42,420,28
hollansburg,darke,oh,51529,284,295,118
holloway,belmont,oh,65509,296,180,182
holmesville,holmes,oh,,,,
homeworth,columbiana,oh,100511,225,196,52
hooven,hamilton,oh,825037,682,2611,319
hopedale,harrison,oh,14378,53,74,83
howard,knox,oh,63183,226,370,136
howland_center,trumbull,oh,200643,119,240,78
hoytville,wood,oh,131592,199,440,133
hubbard,trumbull,oh,7607,81,107,15
huber_heights,montgomery,oh,43233,377,1137,259
huber_ridge,franklin,oh,1321820,691,890,303
hudson,summit,oh,22902,58,162,17
hunter,warren,oh,249778,320,1211,320
hunting_valley,cuyahoga,oh,,,,
huntsville,logan,oh,46040,154,146,49
huron,erie,oh,74501,83,98,28
iberia,morrow,oh,35339,196,141,14
independence,cuyahoga,oh,7474,48,172,115
irondale,jefferson,oh,64330,212,111,17
ironton,lawrence,oh,10312,118,92,175
ithaca,darke,oh,51529,284,295,118
jackson,jackson,oh,6168,82,148,133
jackson_center,shelby,oh,47671,116,144,91
jacksonburg,butler,oh,388420,401,963,328
jacksonville,athens,oh,58979,143,393,125
jamestown,greene,oh,2056,35,30,5
jefferson,ashtabula,oh,4293,74,83,31
jeffersonville,fayette,oh,28839,242,398,65
jenera,hancock,oh,74861,229,373,110
jeromesville,ashland,oh,52181,123,115,173
jerry_city,wood,oh,131592,199,440,133
jersey,licking,oh,181359,597,1342,77
jerusalem,monroe,oh,13234,46,36,27
jewett,harrison,oh,14378,53,74,83
johnstown,licking,oh,181359,597,1342,77
junction_city,perry,oh,35480,98,86,21
kalida,putnam,oh,,,,
kanauga,gallia,oh,29068,141,178,64
kansas,seneca,oh,54632,121,305,31
kelleys_island,erie,oh,74501,83,98,28
kent,portage,oh,27723,204,531,280
kenton,hardin,oh,7938,167,306,106
kenwood,hamilton,oh,825037,682,2611,319
kettering,montgomery,oh,57107,425,1390,603
kettlersville,shelby,oh,47671,116,144,91
kidron,wayne,oh,116559,344,1011,138
kilbourne,delaware,oh,226296,391,1592,458
killbuck,holmes,oh,,,,
kimbolton,guernsey,oh,,,,
kings_mills,warren,oh,249778,320,1211,320
kingston,ross,oh,76606,622,1237,215
kingsville,ashtabula,oh,97014,367,713,161
kinsman_center,trumbull,oh,200643,119,240,78
kipton,lorain,oh,316268,494,842,121
kirby,wyandot,oh,,,,
kirkersville,licking,oh,181359,597,1342,77
kirtland,lake,oh,6899,9,7,78
kirtland_hills,lake,oh,,,,
kunkle,williams,oh,,,,
la_croft,columbiana,oh,100511,225,196,52
la_rue,marion,oh,,,,
lafayette,allen,oh,101115,719,981,171
lafferty,belmont,oh,65509,296,180,182
lagrange,lorain,oh,316268,494,842,121
lake_buckhorn,holmes,oh,,,,
lake_darby,franklin,oh,1321820,691,890,303
lake_lakengren,preble,oh,40596,146,158,143
lake_lorelei,brown,oh,,,,
lake_mohawk,carroll,oh,26659,93,93,35
lake_seneca,williams,oh,,,,
lake_tomahawk,columbiana,oh,100511,225,196,52
lake_waynoka,brown,oh,,,,
lakeline,lake,oh,,,,
lakemore,summit,oh,2894,69,121,37
lakeside,ottawa,oh,,,,
lakeview,logan,oh,46040,154,146,49
lakewood,cuyahoga,oh,49490,296,1005,375
lancaster,fairfield,oh,40937,795,1361,293
landen,warren,oh,249778,320,1211,320
lansing,belmont,oh,65509,296,180,182
latty,paulding,oh,,,,
laura,miami,oh,110247,326,534,269
laurelville,hocking,oh,27858,315,377,198
leavittsburg,trumbull,oh,200643,119,240,78
lebanon,warren,oh,21547,165,461,124
leesburg,highland,oh,1269,8,23,5
leesville,carroll,oh,26659,93,93,35
leetonia,columbiana,oh,100511,225,196,52
leipsic,putnam,oh,,,,
lewisburg,preble,oh,40596,146,158,143
lewistown,logan,oh,46040,154,146,49
lewisville,monroe,oh,13234,46,36,27
lexington,richland,oh,4863,11,5,35
liberty_center,henry,oh,27512,104,196,72
lima,allen,oh,35633,1788,1960,391
limaville,stark,oh,372657,883,1859,186
lincoln_heights,hamilton,oh,825037,682,2611,319
lincoln_village,franklin,oh,1321820,691,890,303
lindsey,sandusky,oh,,,,
linndale,cuyahoga,oh,,,,
lisbon,columbiana,oh,2566,16,16,23
lithopolis,fairfield,oh,162898,788,1468,415
little_hocking,washington,oh,58901,153,337,107
lockbourne,franklin,oh,1321820,691,890,303
lockington,shelby,oh,47671,116,144,91
lockland,hamilton,oh,3467,80,155,143
lodi,medina,oh,2765,22,20,17
logan,hocking,oh,27858,315,377,198
logan_elm_village,pickaway,oh,60023,218,794,200
london,madison,oh,10646,89,126,23
lorain,lorain,oh,65536,1806,1905,573
lordstown,trumbull,oh,3341,38,58,44
lore_city,guernsey,oh,,,,
loudonville,ashland,oh,2774,21,34,20
louisville,stark,oh,9497,51,163,16
loveland,hamilton,oh,13095,40,127,47
loveland_park,warren,oh,249778,320,1211,320
lowell,washington,oh,58901,153,337,107
lowellville,mahoning,oh,,,,
lower_salem,washington,oh,58901,153,337,107
lucas,richland,oh,125319,595,893,643
lucasville,scioto,oh,72194,328,714,132
luckey,wood,oh,131592,199,440,133
ludlow_falls,miami,oh,110247,326,534,269
lynchburg,highland,oh,43391,217,299,57
lyndhurst,cuyahoga,oh,13682,123,210,109
lyons,fulton,oh,42171,94,239,46
macedonia,summit,oh,12248,87,284,198
mack,hamilton,oh,825037,682,2611,319
macksburg,washington,oh,58901,153,337,107
madeira,hamilton,oh,825037,682,2611,319
madison,lake,oh,3410,36,24,15
magnetic_springs,union,oh,66898,153,318,144
magnolia,stark,oh,372657,883,1859,186
maineville,warren,oh,249778,320,1211,320
malinta,henry,oh,27512,104,196,72
malta,morgan,oh,13668,114,131,16
malvern,carroll,oh,26659,93,93,35
manchester,adams,oh,27420,44,99,16
mansfield,richland,oh,47845,2248,2457,1287
mantua,portage,oh,161745,449,1081,1151
maple_heights,cuyahoga,oh,,,,
maple_ridge,mahoning,oh,,,,
maplewood_park,trumbull,oh,200643,119,240,78
marble_cliff,franklin,oh,1321820,691,890,303
marblehead,ottawa,oh,,,,
marengo,morrow,oh,35339,196,141,14
mariemont,hamilton,oh,3446,0,13,35
marietta,washington,oh,13366,87,280,17
marion,marion,oh,35775,909,1112,1064
marne,licking,oh,181359,597,1342,77
marseilles,wyandot,oh,,,,
marshallville,wayne,oh,116559,344,1011,138
martins_ferry,belmont,oh,6171,73,71,167
martinsburg,knox,oh,63183,226,370,136
martinsville,clinton,oh,41964,73,107,23
marysville,union,oh,27026,145,453,61
mason,warren,oh,35344,61,326,48
massillon,stark,oh,372657,883,1859,186
masury,trumbull,oh,200643,119,240,78
matamoras,washington,oh,58901,153,337,107
maumee,lucas,oh,13725,198,518,195
mayfield_heights,cuyahoga,oh,19813,82,316,63
mcarthur,vinton,oh,1754,20,40,11
mcclure,henry,oh,27512,104,196,72
mccomb,hancock,oh,74861,229,373,110
mcconnelsville,morgan,oh,1631,14,52,13
mcdermott,scioto,oh,72194,328,714,132
mcdonald,trumbull,oh,200643,119,240,78
mcguffey,hardin,oh,,,,
mckinley_heights,trumbull,oh,200643,119,240,78
mechanicsburg,champaign,oh,1702,31,32,156
medina,medina,oh,25921,178,343,104
melmore,seneca,oh,54632,121,305,31
melrose,paulding,oh,,,,
mendon,mercer,oh,42348,45,27,9
mentor,lake,oh,47063,306,1037,432
mentor-on-the-lake,lake,oh,7072,46,75,44
metamora,fulton,oh,42171,94,239,46
meyers_lake,stark,oh,372657,883,1859,186
miami_heights,hamilton,oh,825037,682,2611,319
miamisburg,montgomery,oh,19723,185,483,133
miamitown,hamilton,oh,825037,682,2611,319
miamiville,clermont,oh,210805,738,1031,439
middle_point,van_wert,oh,28769,167,152,98
middleburg_heights,cuyahoga,oh,,,,
middlefield,geauga,oh,95469,148,126,146
middleport,meigs,oh,2171,15,25,8
middletown,butler,oh,50970,1055,1503,540
midland,clinton,oh,41964,73,107,23
midvale,tuscarawas,oh,91937,331,436,77
midway,madison,oh,43540,194,270,72
mifflin,ashland,oh,2563,19,11,8
milan,erie,oh,74501,83,98,28
milford,clermont,oh,6456,62,206,45
milford_center,union,oh,66898,153,318,144
millbury,wood,oh,131592,199,440,133
milledgeville,fayette,oh,28839,242,398,65
miller_city,putnam,oh,,,,
millersburg,holmes,oh,,,,
millersport,fairfield,oh,162898,788,1468,415
millfield,athens,oh,58979,143,393,125
millville,butler,oh,388420,401,963,328
miltonsburg,monroe,oh,13234,46,36,27
mineral_city,tuscarawas,oh,91937,331,436,77
mineral_ridge,trumbull,oh,200643,119,240,78
minerva,stark,oh,372657,883,1859,186
minerva_park,franklin,oh,1321820,691,890,303
minford,scioto,oh,72194,328,714,132
mingo_junction,jefferson,oh,64330,212,111,17
minster,auglaize,oh,45948,55,50,3
mogadore,summit,oh,3785,25,62,57
monfort_heights,hamilton,oh,825037,682,2611,319
monroe,butler,oh,17817,154,421,172
monroeville,huron,oh,1287,10,14,73
montezuma,mercer,oh,42348,45,27,9
montgomery,hamilton,oh,10766,29,198,58
montpelier,williams,oh,3865,112,189,74
montrose-ghent,summit,oh,535882,692,1832,437
moraine,montgomery,oh,6540,275,638,153
moreland_hills,cuyahoga,oh,,,,
morgandale,trumbull,oh,200643,119,240,78
morral,marion,oh,,,,
morristown,belmont,oh,65509,296,180,182
morrow,warren,oh,249778,320,1211,320
moscow,clermont,oh,210805,738,1031,439
mount_blanchard,hancock,oh,74861,229,373,110
mount_carmel,clermont,oh,210805,738,1031,439
mount_cory,hancock,oh,74861,229,373,110
mount_eaton,wayne,oh,116559,344,1011,138
mount_gilead,morrow,oh,3514,10,62,19
mount_healthy,hamilton,oh,825037,682,2611,319
mount_healthy_heights,hamilton,oh,825037,682,2611,319
mount_orab,brown,oh,,,,
mount_pleasant,jefferson,oh,64330,212,111,17
mount_repose,clermont,oh,210805,738,1031,439
mount_sterling,madison,oh,43540,194,270,72
mount_vernon,knox,oh,63183,226,370,136
mount_victory,hardin,oh,,,,
mowrystown,highland,oh,43391,217,299,57
mulberry,clermont,oh,210805,738,1031,439
munroe_falls,summit,oh,5007,17,47,63
murray_city,hocking,oh,27858,315,377,198
mutual,champaign,oh,38709,199,289,136
napoleon,henry,oh,8744,253,226,91
nashville,holmes,oh,,,,
navarre,stark,oh,372657,883,1859,186
neapolis,lucas,oh,426643,549,1136,105
neffs,belmont,oh,65509,296,180,182
negley,columbiana,oh,100511,225,196,52
nellie,coshocton,oh,36571,347,604,164
nelsonville,athens,oh,4542,59,95,43
nevada,wyandot,oh,,,,
neville,clermont,oh,1183,12,26,5
new_albany,franklin,oh,10851,73,288,343
new_alexandria,jefferson,oh,64330,212,111,17
new_athens,harrison,oh,14378,53,74,83
new_baltimore,hamilton,oh,825037,682,2611,319
new_bavaria,henry,oh,27512,104,196,72
new_bloomington,marion,oh,,,,
new_boston,scioto,oh,2267,43,110,9
new_bremen,auglaize,oh,45948,55,50,3
new_burlington,hamilton,oh,825037,682,2611,319
new_california,union,oh,66898,153,318,144
new_carlisle,clark,oh,134831,415,830,68
new_concord,muskingum,oh,,,,
new_franklin,summit,oh,13744,91,130,45
new_hampshire,auglaize,oh,45948,55,50,3
new_haven_(hamilton_cnty),hamilton,oh,825037,682,2611,319
new_holland,pickaway,oh,60023,218,794,200
new_knoxville,auglaize,oh,45948,55,50,3
new_lebanon,montgomery,oh,3781,81,56,18
new_lexington,perry,oh,4437,69,111,86
new_london,huron,oh,,,,
new_madison,darke,oh,51529,284,295,118
new_marshfield,athens,oh,58979,143,393,125
new_miami,butler,oh,388420,401,963,328
new_middletown,mahoning,oh,,,,
new_paris,preble,oh,40596,146,158,143
new_philadelphia,tuscarawas,oh,17508,63,27,25
new_pittsburg,wayne,oh,116559,344,1011,138
new_richmond,clermont,oh,2761,26,18,21
new_riegel,seneca,oh,54632,121,305,31
new_straitsville,perry,oh,35480,98,86,21
new_vienna,clinton,oh,41964,73,107,23
new_washington,crawford,oh,41522,43,90,91
new_waterford,columbiana,oh,1175,9,14,5
new_weston,darke,oh,51529,284,295,118
newark,licking,oh,50818,790,2361,192
newburgh_heights,cuyahoga,oh,,,,
newcomerstown,tuscarawas,oh,91937,331,436,77
newport,washington,oh,58901,153,337,107
newport_(washington_cnty),washington,oh,58901,153,337,107
newton_falls,trumbull,oh,200643,119,240,78
newtown,hamilton,oh,825037,682,2611,319
ney,defiance,oh,20309,517,696,178
niles,trumbull,oh,18344,421,764,139
north_baltimore,wood,oh,131592,199,440,133
north_bend,hamilton,oh,825037,682,2611,319
north_canton,stark,oh,17855,141,412,96
north_college_hill,hamilton,oh,825037,682,2611,319
north_fairfield,huron,oh,,,,
