Place,City,County,StateCode
cloud_creek,cloud_creek,delaware,ok
coalgate,coalgate,coal,ok
colbert,colbert,bryan,ok
colcord,colcord,delaware,ok
cole,cole,mcclain,ok
collinsville,collinsville,tulsa,ok
colony,colony,washita,ok
comanche,comanche,stephens,ok
commerce,commerce,ottawa,ok
cooperton,cooperton,kiowa,ok
copan,copan,washington,ok
copeland,copeland,delaware,ok
corn,corn,washita,ok
cornish,cornish,jefferson,ok
council_hill,council_hill,muskogee,ok
covington,covington,garfield,ok
coweta,coweta,wagoner,ok
cowlington,cowlington,le_flore,ok
coyle,coyle,logan,ok
crescent,crescent,logan,ok
cromwell,cromwell,seminole,ok
crowder,crowder,pittsburg,ok
cushing,cushing,payne,ok
custer_city,custer_city,custer,ok
cyril,cyril,caddo,ok
dacoma,dacoma,woods,ok
dale,dale,pottawatomie,ok
davenport,davenport,lincoln,ok
davidson,davidson,tillman,ok
davis,davis,murray,ok
deer_creek,deer_creek,grant,ok
deer_lick,deer_lick,delaware,ok
del_city,del_city,oklahoma,ok
delaware,delaware,nowata,ok
dennis,dennis,delaware,ok
depew,depew,creek,ok
devol,devol,cotton,ok
dewar,dewar,okmulgee,ok
dewey,dewey,washington,ok
dibble,dibble,mcclain,ok
dickson,dickson,carter,ok
dill_city,dill_city,washita,ok
disney,disney,mayes,ok
dodge,dodge,delaware,ok
dotyville,dotyville,ottawa,ok
dougherty,dougherty,murray,ok
douglas,douglas,garfield,ok
dover,dover,kingfisher,ok
dripping_springs,dripping_springs,delaware,ok
drowning_creek,drowning_creek,delaware,ok
drummond,drummond,garfield,ok
drumright,drumright,creek,ok
dry_creek,dry_creek,cherokee,ok
duchess_landing,duchess_landing,mcintosh,ok
duncan,duncan,stephens,ok
durant,durant,bryan,ok
dustin,dustin,hughes,ok
eagletown,eagletown,mccurtain,ok
eakly,eakly,caddo,ok
earlsboro,earlsboro,pottawatomie,ok
east_duke,east_duke,jackson,ok
edmond,edmond,oklahoma,ok
el_reno,el_reno,canadian,ok
eldon,eldon,cherokee,ok
eldorado,eldorado,jackson,ok
elgin,elgin,comanche,ok
elk_city,elk_city,beckham,ok
elm_grove,elm_grove,adair,ok
elmer,elmer,jackson,ok
elmore_city,elmore_city,garvin,ok
empire_city,empire_city,stephens,ok
enid,enid,garfield,ok
erick,erick,beckham,ok
etowah,etowah,cleveland,ok
eufaula,eufaula,mcintosh,ok
evening_shade,evening_shade,sequoyah,ok
fair_oaks,fair_oaks,wagoner,ok
fairfax,fairfax,osage,ok
fairfield,fairfield,adair,ok
fairland,fairland,ottawa,ok
fairmont,fairmont,garfield,ok
fairview,fairview,major,ok
fallis,fallis,lincoln,ok
fanshawe,fanshawe,le_flore,ok
fargo,fargo,ellis,ok
faxon,faxon,comanche,ok
felt,felt,cimarron,ok
fitzhugh,fitzhugh,pontotoc,ok
fletcher,fletcher,comanche,ok
flint_creek,flint_creek,delaware,ok
flute_springs,flute_springs,sequoyah,ok
foraker,foraker,osage,ok
forest_park,forest_park,oklahoma,ok
forgan,forgan,beaver,ok
fort_cobb,fort_cobb,caddo,ok
fort_coffee,fort_coffee,le_flore,ok
fort_gibson,fort_gibson,muskogee,ok
fort_supply,fort_supply,woodward,ok
fort_towson,fort_towson,choctaw,ok
foss,foss,washita,ok
foster,foster,garvin,ok
foyil,foyil,rogers,ok
francis,francis,pontotoc,ok
frederick,frederick,tillman,ok
freedom,freedom,woods,ok
friendship,friendship,jackson,ok
gage,gage,ellis,ok
gans,gans,sequoyah,ok
garber,garber,garfield,ok
garvin,garvin,mccurtain,ok
gate,gate,beaver,ok
geary,geary,blaine,ok
gene_autry,gene_autry,carter,ok
geronimo,geronimo,comanche,ok
gerty,gerty,hughes,ok
gideon,gideon,cherokee,ok
glencoe,glencoe,payne,ok
glenpool,glenpool,tulsa,ok
goldsby,goldsby,mcclain,ok
goltry,goltry,alfalfa,ok
goodwell,goodwell,texas,ok
gore,gore,sequoyah,ok
gotebo,gotebo,kiowa,ok
gould,gould,harmon,ok
gracemont,gracemont,caddo,ok
grainola,grainola,osage,ok
grand_lake_towne,grand_lake_towne,mayes,ok
grandfield,grandfield,tillman,ok
grandview,grandview,cherokee,ok
granite,granite,greer,ok
grant,grant,choctaw,ok
grayson,grayson,okmulgee,ok
greasy,greasy,adair,ok
greenfield,greenfield,blaine,ok
gregory,gregory,rogers,ok
grove,grove,delaware,ok
guthrie,guthrie,logan,ok
guymon,guymon,texas,ok
haileyville,haileyville,pittsburg,ok
hallett,hallett,pawnee,ok
hammon,hammon,roger_mills,ok
hanna,hanna,mcintosh,ok
hardesty,hardesty,texas,ok
harrah,harrah,oklahoma,ok
hartshorne,hartshorne,pittsburg,ok
haskell,haskell,muskogee,ok
hastings,hastings,jefferson,ok
haworth,haworth,mccurtain,ok
headrick,headrick,jackson,ok
healdton,healdton,carter,ok
heavener,heavener,le_flore,ok
helena,helena,alfalfa,ok
hendrix,hendrix,bryan,ok
hennessey,hennessey,kingfisher,ok
henryetta,henryetta,okmulgee,ok
hickory,hickory,murray,ok
hillsdale,hillsdale,garfield,ok
hinton,hinton,caddo,ok
hitchcock,hitchcock,blaine,ok
hitchita,hitchita,mcintosh,ok
hobart,hobart,kiowa,ok
hoffman,hoffman,okmulgee,ok
holdenville,holdenville,hughes,ok
hollis,hollis,harmon,ok
hollister,hollister,tillman,ok
hominy,hominy,osage,ok
hooker,hooker,texas,ok
hoot_owl,hoot_owl,mayes,ok
horntown,horntown,hughes,ok
howe,howe,le_flore,ok
hugo,hugo,choctaw,ok
hulbert,hulbert,cherokee,ok
hunter,hunter,garfield,ok
hydro,hydro,caddo,ok
idabel,idabel,mccurtain,ok
indiahoma,indiahoma,comanche,ok
indianola,indianola,pittsburg,ok
indianola_cdp,indianola_cdp,delaware,ok
inola,inola,rogers,ok
iron_post,iron_post,mayes,ok
isabella,isabella,major,ok
ixl,ixl,okfuskee,ok
jay,jay,delaware,ok
jefferson,jefferson,grant,ok
jenks,jenks,tulsa,ok
jennings,jennings,pawnee,ok
jet,jet,alfalfa,ok
johnson,johnson,pottawatomie,ok
jones,jones,oklahoma,ok
justice,justice,rogers,ok
kansas,kansas,delaware,ok
katie,katie,garvin,ok
kaw_city,kaw_city,kay,ok
kellyville,kellyville,creek,ok
kemp,kemp,bryan,ok
kendrick,kendrick,lincoln,ok
kenefic,kenefic,bryan,ok
kenton,kenton,cimarron,ok
kenwood,kenwood,delaware,ok
keota,keota,haskell,ok
ketchum,ketchum,craig,ok
keyes,keyes,cimarron,ok
keys,keys,cherokee,ok
kiefer,kiefer,creek,ok
kildare,kildare,kay,ok
kingfisher,kingfisher,kingfisher,ok
kingston,kingston,marshall,ok
kinta,kinta,haskell,ok
kiowa,kiowa,pittsburg,ok
knowles,knowles,beaver,ok
konawa,konawa,seminole,ok
krebs,krebs,pittsburg,ok
kremlin,kremlin,garfield,ok
lahoma,lahoma,garfield,ok
lake_aluma,lake_aluma,oklahoma,ok
lamar,lamar,hughes,ok
lambert,lambert,alfalfa,ok
lamont,lamont,grant,ok
lane,lane,atoka,ok
langley,langley,mayes,ok
langston,langston,logan,ok
laverne,laverne,harper,ok
lawrence_creek,lawrence_creek,creek,ok
lawton,lawton,comanche,ok
le_flore,le_flore,le_flore,ok
leach,leach,delaware,ok
lebanon,lebanon,marshall,ok
leedey,leedey,dewey,ok
lehigh,lehigh,coal,ok
lenapah,lenapah,nowata,ok
leon,leon,love,ok
lexington,lexington,cleveland,ok
liberty,liberty,tulsa,ok
liberty_cdp,liberty_cdp,sequoyah,ok
lima,lima,seminole,ok
limestone,limestone,rogers,ok
lindsay,lindsay,garvin,ok
loco,loco,stephens,ok
locust_grove,locust_grove,mayes,ok
lone_grove,lone_grove,carter,ok
lone_wolf,lone_wolf,kiowa,ok
long,long,sequoyah,ok
longdale,longdale,blaine,ok
longtown,longtown,pittsburg,ok
lookeba,lookeba,caddo,ok
lost_city,lost_city,cherokee,ok
lotsee,lotsee,tulsa,ok
loveland,loveland,tillman,ok
loyal,loyal,kingfisher,ok
lucien,lucien,noble,ok
luther,luther,oklahoma,ok
lyons_switch,lyons_switch,adair,ok
macomb,macomb,pottawatomie,ok
madill,madill,marshall,ok
manchester,manchester,grant,ok
mangum,mangum,greer,ok
manitou,manitou,tillman,ok
mannford,mannford,creek,ok
mannsville,mannsville,johnston,ok
maramec,maramec,pawnee,ok
marble_city,marble_city,sequoyah,ok
marietta,marietta,love,ok
marietta_cdp,marietta_cdp,adair,ok
marland,marland,noble,ok
marlow,marlow,stephens,ok
marshall,marshall,logan,ok
martha,martha,jackson,ok
maud,maud,pottawatomie,ok
may,may,harper,ok
maysville,maysville,garvin,ok
mazie,mazie,mayes,ok
mcalester,mcalester,pittsburg,ok
mccord,mccord,osage,ok
mccurtain,mccurtain,haskell,ok
mcloud,mcloud,pottawatomie,ok
mead,mead,bryan,ok
medford,medford,grant,ok
medicine_park,medicine_park,comanche,ok
meeker,meeker,lincoln,ok
meno,meno,major,ok
meridian,meridian,stephens,ok
meridian_town,meridian_town,logan,ok
miami,miami,ottawa,ok
midwest_city,midwest_city,oklahoma,ok
milburn,milburn,johnston,ok
mill_creek,mill_creek,johnston,ok
millerton,millerton,mccurtain,ok
minco,minco,grady,ok
moffett,moffett,sequoyah,ok
moore,moore,cleveland,ok
mooreland,mooreland,woodward,ok
morris,morris,okmulgee,ok
morrison,morrison,noble,ok
mounds,mounds,creek,ok
mountain_park,mountain_park,kiowa,ok
mountain_view,mountain_view,kiowa,ok
mulberry,mulberry,adair,ok
muldrow,muldrow,sequoyah,ok
mulhall,mulhall,logan,ok
murphy,murphy,mayes,ok
muskogee,muskogee,muskogee,ok
mustang,mustang,canadian,ok
mutual,mutual,woodward,ok
narcissa,narcissa,ottawa,ok
nardin,nardin,kay,ok
nash,nash,grant,ok
nescatunga,nescatunga,alfalfa,ok
new_alluwe,new_alluwe,nowata,ok
new_cordell,new_cordell,washita,ok
new_eucha,new_eucha,delaware,ok
newcastle,newcastle,mcclain,ok
newkirk,newkirk,kay,ok
nichols_hills,nichols_hills,oklahoma,ok
nicoma_park,nicoma_park,oklahoma,ok
nicut,nicut,sequoyah,ok
ninnekah,ninnekah,grady,ok
noble,noble,cleveland,ok
norge,norge,grady,ok
norman,norman,cleveland,ok
north_enid,north_enid,garfield,ok
north_miami,north_miami,ottawa,ok
notchietown,notchietown,sequoyah,ok
nowata,nowata,nowata,ok
oakhurst,oakhurst,tulsa,ok
oakland,oakland,marshall,ok
oaks,oaks,delaware,ok
oakwood,oakwood,dewey,ok
ochelata,ochelata,washington,ok
oilton,oilton,creek,ok
okarche,okarche,kingfisher,ok
okay,okay,wagoner,ok
okeene,okeene,blaine,ok
okemah,okemah,okfuskee,ok
oklahoma_city,oklahoma_city,oklahoma,ok
okmulgee,okmulgee,okmulgee,ok
oktaha,oktaha,muskogee,ok
old_eucha,old_eucha,delaware,ok
old_green,old_green,adair,ok
olustee,olustee,jackson,ok
oologah,oologah,rogers,ok
optima,optima,texas,ok
orlando,orlando,logan,ok
osage,osage,osage,ok
owasso,owasso,tulsa,ok
paden,paden,okfuskee,ok
panama,panama,le_flore,ok
paoli,paoli,garvin,ok
paradise_hill,paradise_hill,sequoyah,ok
park_hill,park_hill,cherokee,ok
pauls_valley,pauls_valley,garvin,ok
pawhuska,pawhuska,osage,ok
pawnee,pawnee,pawnee,ok
peavine,peavine,adair,ok
peggs,peggs,cherokee,ok
pensacola,pensacola,mayes,ok
peoria,peoria,ottawa,ok
perkins,perkins,payne,ok
perry,perry,noble,ok
pettit,pettit,cherokee,ok
phillips,phillips,coal,ok
piedmont,piedmont,canadian,ok
pin_oak_acres,pin_oak_acres,mayes,ok
piney,piney,adair,ok
pinhook_corner,pinhook_corner,sequoyah,ok
pink,pink,pottawatomie,ok
pittsburg,pittsburg,pittsburg,ok
pocasset,pocasset,grady,ok
pocola,pocola,le_flore,ok
ponca_city,ponca_city,kay,ok
pond_creek,pond_creek,grant,ok
porter,porter,wagoner,ok
porum,porum,muskogee,ok
poteau,poteau,le_flore,ok
prague,prague,lincoln,ok
proctor,proctor,adair,ok
prue,prue,osage,ok
pryor_creek,pryor_creek,mayes,ok
pump_back,pump_back,mayes,ok
purcell,purcell,mcclain,ok
putnam,putnam,dewey,ok
quapaw,quapaw,ottawa,ok
quinton,quinton,pittsburg,ok
ralston,ralston,pawnee,ok
ramona,ramona,washington,ok
randlett,randlett,cotton,ok
ratliff_city,ratliff_city,carter,ok
rattan,rattan,pushmataha,ok
ravia,ravia,johnston,ok
red_oak,red_oak,latimer,ok
red_rock,red_rock,noble,ok
redbird,redbird,wagoner,ok
redbird_smith,redbird_smith,sequoyah,ok
remy,remy,sequoyah,ok
renfrow,renfrow,grant,ok
rentiesville,rentiesville,mcintosh,ok
reydon,reydon,roger_mills,ok
ringling,ringling,jefferson,ok
ringwood,ringwood,major,ok
ripley,ripley,payne,ok
river_bottom,river_bottom,muskogee,ok
rock_island,rock_island,le_flore,ok
rocky,rocky,washita,ok
rocky_ford,rocky_ford,delaware,ok
rocky_mountain,rocky_mountain,adair,ok
roff,roff,pontotoc,ok
roland,roland,sequoyah,ok
roosevelt,roosevelt,kiowa,ok
rose,rose,mayes,ok
rosedale,rosedale,mcclain,ok
rosston,rosston,harper,ok
rush_springs,rush_springs,grady,ok
ryan,ryan,jefferson,ok
salem,salem,adair,ok
salina,salina,mayes,ok
sallisaw,sallisaw,sequoyah,ok
sams_corner,sams_corner,mayes,ok
sand_hill,sand_hill,muskogee,ok
sand_springs,sand_springs,tulsa,ok
sapulpa,sapulpa,creek,ok
sasakwa,sasakwa,seminole,ok
savanna,savanna,pittsburg,ok
sawyer,sawyer,choctaw,ok
sayre,sayre,beckham,ok
schulter,schulter,okmulgee,ok
scraper,scraper,cherokee,ok
seiling,seiling,dewey,ok
seminole,seminole,seminole,ok
sentinel,sentinel,washita,ok
sequoyah,sequoyah,rogers,ok
shady_grove_(cherokee_cnty),shady_grove,cherokee,ok
shady_grove_(mcintosh_cnty),shady_grove,mcintosh,ok
shady_point,shady_point,le_flore,ok
shamrock,shamrock,creek,ok
sharon,sharon,woodward,ok
shattuck,shattuck,ellis,ok
shawnee,shawnee,pottawatomie,ok
shidler,shidler,osage,ok
short,short,sequoyah,ok
silo,silo,bryan,ok
simms,simms,muskogee,ok
skedee,skedee,pawnee,ok
skiatook,skiatook,osage,ok
slaughterville,slaughterville,cleveland,ok
slick,slick,creek,ok
smith_village,smith_village,oklahoma,ok
snake_creek,snake_creek,mayes,ok
snyder,snyder,kiowa,ok
soper,soper,choctaw,ok
sour_john,sour_john,muskogee,ok
south_coffeyville,south_coffeyville,nowata,ok
sparks,sparks,lincoln,ok
spaulding,spaulding,hughes,ok
spavinaw,spavinaw,mayes,ok
spencer,spencer,oklahoma,ok
sperry,sperry,tulsa,ok
spiro,spiro,le_flore,ok
sportsmen_acres,sportsmen_acres,mayes,ok
springer,springer,carter,ok
st._louis,st._louis,pottawatomie,ok
steely_hollow,steely_hollow,cherokee,ok
sterling,sterling,comanche,ok
stidham,stidham,mcintosh,ok
stigler,stigler,haskell,ok
stillwater,stillwater,payne,ok
stilwell,stilwell,adair,ok
stonewall,stonewall,pontotoc,ok
stoney_point,stoney_point,sequoyah,ok
strang,strang,mayes,ok
stratford,stratford,garvin,ok
stringtown,stringtown,atoka,ok
strong_city,strong_city,roger_mills,ok
stroud,stroud,lincoln,ok
stuart,stuart,hughes,ok
sugden,sugden,jefferson,ok
sulphur,sulphur,murray,ok
summit,summit,muskogee,ok
sweetwater,sweetwater,beckham,ok
swink,swink,choctaw,ok
sycamore,sycamore,delaware,ok
taft,taft,muskogee,ok
tagg_flats,tagg_flats,delaware,ok
tahlequah,tahlequah,cherokee,ok
talala,talala,rogers,ok
talihina,talihina,le_flore,ok
taloga,taloga,dewey,ok
tamaha,tamaha,haskell,ok
tatums,tatums,carter,ok
tecumseh,tecumseh,pottawatomie,ok
temple,temple,cotton,ok
tenkiller,tenkiller,cherokee,ok
teresita,teresita,cherokee,ok
terlton,terlton,pawnee,ok
terral,terral,jefferson,ok
texanna,texanna,mcintosh,ok
texhoma,texhoma,texas,ok
texola,texola,beckham,ok
thackerville,thackerville,love,ok
the_village,the_village,oklahoma,ok
thomas,thomas,custer,ok
tiawah,tiawah,rogers,ok
tipton,tipton,tillman,ok
tishomingo,tishomingo,johnston,ok
titanic,titanic,adair,ok
tonkawa,tonkawa,kay,ok
tribbey,tribbey,pottawatomie,ok
tryon,tryon,lincoln,ok
tullahassee,tullahassee,wagoner,ok
tulsa,tulsa,tulsa,ok
tupelo,tupelo,coal,ok
turley,turley,tulsa,ok
turpin,turpin,beaver,ok
tushka,tushka,atoka,ok
tuskahoma,tuskahoma,pushmataha,ok
tuttle,tuttle,grady,ok
twin_oaks,twin_oaks,delaware,ok
tyrone,tyrone,texas,ok
union_city,union_city,canadian,ok
valley_brook,valley_brook,oklahoma,ok
valley_park,valley_park,rogers,ok
valliant,valliant,mccurtain,ok
velma,velma,stephens,ok
vera,vera,washington,ok
verden,verden,grady,ok
verdigris,verdigris,rogers,ok
vian,vian,sequoyah,ok
vici,vici,dewey,ok
vinita,vinita,craig,ok
wagoner,wagoner,wagoner,ok
wainwright,wainwright,muskogee,ok
wakita,wakita,grant,ok
walters,walters,cotton,ok
wanette,wanette,pottawatomie,ok
wann,wann,nowata,ok
wapanucka,wapanucka,johnston,ok
warner,warner,muskogee,ok
warr_acres,warr_acres,oklahoma,ok
warwick,warwick,lincoln,ok
washington,washington,mcclain,ok
watonga,watonga,blaine,ok
watts,watts,adair,ok
wauhillau,wauhillau,adair,ok
waukomis,waukomis,garfield,ok
waurika,waurika,jefferson,ok
wayne,wayne,mcclain,ok
waynoka,waynoka,woods,ok
weatherford,weatherford,custer,ok
webb_city,webb_city,osage,ok
webbers_falls,webbers_falls,muskogee,ok
welch,welch,craig,ok
weleetka,weleetka,okfuskee,ok
welling,welling,cherokee,ok
wellston,wellston,lincoln,ok
west_peavine,west_peavine,adair,ok
west_siloam_springs,west_siloam_springs,delaware,ok
westport,westport,pawnee,ok
westville,westville,adair,ok
wetumka,wetumka,hughes,ok
wewoka,wewoka,seminole,ok
white_oak,white_oak,craig,ok
white_water,white_water,delaware,ok
whitefield,whitefield,haskell,ok
whitesboro,whitesboro,le_flore,ok
wickliffe,wickliffe,mayes,ok
wilburton,wilburton,latimer,ok
willow,willow,greer,ok
wilson,wilson,carter,ok
winchester,winchester,okmulgee,ok
wister,wister,le_flore,ok
woodall,woodall,cherokee,ok
woodlawn_park,woodlawn_park,oklahoma,ok
woodward,woodward,woodward,ok
wright_city,wright_city,mccurtain,ok
wyandotte,wyandotte,ottawa,ok
wynnewood,wynnewood,garvin,ok
wynona,wynona,osage,ok
yale,yale,payne,ok
yeager,yeager,hughes,ok
yukon,yukon,canadian,ok
zeb,zeb,cherokee,ok
zena,zena,delaware,ok
zion,zion,adair,ok
adair_village,adair_village,benton,or
adams,adams,umatilla,or
adrian,adrian,malheur,or
albany,albany,linn,or
aloha,aloha,washington,or
alpine,alpine,benton,or
alsea,alsea,benton,or
altamont,altamont,klamath,or
amity,amity,yamhill,or
annex,annex,malheur,or
antelope,antelope,wasco,or
arlington,arlington,gilliam,or
ashland,ashland,jackson,or
astoria,astoria,clatsop,or
athena,athena,umatilla,or
aumsville,aumsville,marion,or
aurora,aurora,marion,or
baker_city,baker_city,baker,or
bandon,bandon,coos,or
banks,banks,washington,or
barlow,barlow,clackamas,or
barview,barview,coos,or
bay_city,bay_city,tillamook,or
bayside_gardens,bayside_gardens,tillamook,or
beatty,beatty,klamath,or
beaver,beaver,tillamook,or
beavercreek,beavercreek,clackamas,or
beaverton,beaverton,washington,or
bellfountain,bellfountain,benton,or
bend,bend,deschutes,or
bethany,bethany,washington,or
biggs_junction,biggs_junction,sherman,or
