Place,County
big_spring,montgomery
bigelow,holt
billings,christian
birch_tree,shannon
birmingham,clay
bismarck,st. francois
black_jack,st. louis
blackburn,saline
blackwater,cooper
blairstown,henry
blanchard,atchison
bland,gasconade
blodgett,scott
bloomfield,stoddard
bloomsdale,ste. genevieve
blue_eye,stone
blue_mound_township_(livingston_cnty),livingston
blue_mound_township_(vernon_cnty),vernon
blue_springs,jackson
blythedale,harrison
bogard,carroll
bogard_township,henry
bogle,gentry
bolckow,andrew
bolivar,polk
bonne_terre,st. francois
boone,texas
boonville,cooper
bosworth,carroll
bourbon,crawford
bowling_green,pike
bowling_green_township,chariton
bowman,sullivan
bragg_city,pemiscot
brandsville,howell
branson,taney
branson_west,stone
brashear,adair
braymer,caldwell
breckenridge,caldwell
breckenridge_hills,st. louis
breckenridge_township,caldwell
brentwood,st. louis
brewer,perry
bridgeton,st. louis
brimson,grundy
bronaugh,vernon
brookfield,linn
brookfield_township,linn
brooklyn_heights,jasper
browning,linn
brownington,henry
brumley,miller
brunswick,chariton
brunswick_township,chariton
buchanan,sullivan
bucklin,linn
bucklin_township,linn
buckner,jackson
buffalo,dallas
buffalo_township,dunklin
bull_creek,taney
bunceton,cooper
bunker,reynolds
burdine,texas
burgess,barton
burlington_junction,nodaway
butler,bates
butler_township,harrison
butterfield,barry
byrnes_mill,jefferson
cabool,texas
cainsville,harrison
cairo,randolph
caledonia,washington
calhoun,henry
california,moniteau
callao,macon
calverton_park,st. louis
camden,ray
camden_point,platte
camden_township,dekalb
camdenton,camden
cameron,clinton
campbell,dunklin
canalou,new madrid
canton,lewis
cape_girardeau,cape girardeau
cardwell,dunklin
carl_junction,jasper
carroll,texas
carrollton,carroll
carrollton_township,carroll
carterville,jasper
carthage,jasper
caruthersville,pemiscot
carytown,jasper
cass,texas
cassville,barry
castle_point,st. louis
castor,stoddard
catron,new madrid
cedar,dade
cedar_hill,jefferson
cedar_hill_lakes,jefferson
center,ralls
center_township_(dade_cnty),dade
center_township_(vernon_cnty),vernon
centertown,cole
centerview,johnson
centerville,reynolds
central,barton
centralia,boone
chaffee,scott
chain_of_rocks,lincoln
chain-o-lakes,barry
chamois,osage
champ,st. louis
chariton,chariton
charlack,st. louis
charleston,mississippi
charlotte,bates
cherokee_pass,madison
cherry_valley,carroll
chesapeake,lawrence
chesterfield,st. louis
chilhowee,johnson
chillicothe,livingston
chillicothe_township,livingston
chula,livingston
city,barton
clarence,shelby
clark,randolph
clark_township,chariton
clarksburg,moniteau
clarksdale,dekalb
clarkson_valley,st. louis
clarksville,pike
clarkton,dunklin
clay_township_(dunklin_cnty),dunklin
clay_township_(harrison_cnty),harrison
clay_township_(linn_cnty),linn
clay_township_(sullivan_cnty),sullivan
claycomo,clay
clayton,st. louis
clear_creek,vernon
clearmont,nodaway
cleveland,cass
clever,christian
cliff_village,newton
clifton_hill,randolph
climax_springs,camden
clinton,henry
clinton_township_(henry_cnty),henry
clinton_township_(texas_cnty),texas
clyde,nodaway
coal,vernon
cobalt,madison
cockrell,chariton
coffey,daviess
cole_camp,benton
colfax_township_(daviess_cnty),daviess
colfax_township_(dekalb_cnty),dekalb
colfax_township_(harrison_cnty),harrison
collins,st. clair
columbia,boone
combs,carroll
commerce,scott
conception,nodaway
conception_junction,nodaway
concord,st. louis
concordia,lafayette
coney_island,stone
conway,laclede
cool_valley,st. louis
cooper,gentry
cooter,pemiscot
corder,lafayette
corning,holt
cosby,andrew
cottleville,st. charles
cotton_hill,dunklin
country_club,andrew
country_club_hills,st. louis
country_life_acres,st. louis
cowgill,caldwell
craig,holt
crane,stone
cream_ridge,livingston
creighton,cass
crestwood,st. louis
creve_coeur,st. louis
crocker,pulaski
cross_timbers,hickory
crystal_city,jefferson
crystal_lake_park,st. louis
crystal_lakes,ray
cuba,crawford
cunningham,chariton
current,texas
curryville,pike
cypress,harrison
dadeville,dade
dallas_township_(dekalb_cnty),dekalb
dallas_township_(harrison_cnty),harrison
dalton,chariton
danville,montgomery
dardenne_prairie,st. charles
darlington,gentry
date,texas
davis_township_(caldwell_cnty),caldwell
davis_township_(henry_cnty),henry
dawn,livingston
de_kalb,buchanan
de_soto,jefferson
de_witt,carroll
de_witt_township,carroll
dearborn,platte
deepwater,henry
deepwater_township_(bates_cnty),bates
deepwater_township_(henry_cnty),henry
deer_creek_township_(bates_cnty),bates
deer_creek_township_(henry_cnty),henry
deerfield_township,vernon
deerfield_village,vernon
defiance,st. charles
dellwood,st. louis
delta,cape girardeau
dennis_acres,newton
denver,worth
des_arc,iron
des_peres,st. louis
desloge,st. francois
dexter,stoddard
diamond,newton
diehlstadt,scott
diggins,webster
dixon,pulaski
doe_run,st. francois
doniphan,ripley
doolittle,phelps
dover_town,lafayette
dover_township,vernon
downing,schuyler
doylesport,barton
drexel,cass
drywood,vernon
duck_creek,stoddard
dudley,stoddard
duenweg,jasper
duncan,sullivan
duquesne,jasper
dutchtown,cape girardeau
eagle_rock,barry
eagleville,harrison
east_boone,bates
east_lynne,cass
east_prairie,mississippi
easton,buchanan
edgar_springs,phelps
edgerton,platte
edina,knox
edinburg,grundy
edmundson,st. louis
egypt,carroll
el_dorado_springs,cedar
eldon,miller
elk,stoddard
elkhart,bates
ellington,reynolds
ellisville,st. louis
ellsinore,carter
elm,putnam
elmer,macon
elmira,ray
elmo,nodaway
elsberry,lincoln
emerald_beach,barry
eminence,shannon
emma,saline
enterprise,linn
eolia,pike
ernest,dade
essex,stoddard
ethel,macon
eugene,carroll
eureka,st. louis
evergreen,laclede
everton,dade
ewing,lewis
excello,macon
excelsior_estates,ray
excelsior_springs,clay
exeter,barry
fair_grove,greene
fair_play,polk
fairdealing,ripley
fairfax,atchison
fairfield,carroll
fairview,newton
fairview_township_(caldwell_cnty),caldwell
fairview_township_(henry_cnty),henry
fairview_township_(livingston_cnty),livingston
farber,audrain
farley,platte
farmington,st. francois
fayette,howard
fenton,st. louis
ferguson,st. louis
ferrelview,platte
festus,jefferson
fidelity,jasper
fields_creek,henry
fillmore,andrew
fisk,butler
fleming,ray
flemington,polk
flint_hill,st. charles
flordell_hills,st. louis
florissant,st. louis
foley,lincoln
fordland,webster
forest_city,holt
foristell,warren
forsyth,taney
fort_leonard_wood,pulaski
fortescue,holt
foster,bates
fountain_n'_lakes,lincoln
fox_creek,harrison
frankclay,st. francois
frankford,pike
franklin,howard
franklin_township,grundy
fredericktown,madison
freeborn,dunklin
freeburg,osage
freeman,cass
freistatt,lawrence
fremont,carter
fremont_hills,christian
frohna,perry
frontenac,st. louis
fulton,callaway
gainesville,ozark
galena,stone
gallatin,daviess
galt,grundy
garden_city,cass
gasconade,gasconade
gentry,gentry
gerald,franklin
gerster,st. clair
gibbs,adair
gideon,new madrid
gilliam,saline
gilman_city,harrison
ginger_blue,mcdonald
gladstone,clay
glasgow,howard
glasgow_village,st. louis
glen_allen,bollinger
glen_echo_park,st. louis
glenaire,clay
glendale,st. louis
glenwood,schuyler
golden,barry
golden_city,barton
golden_city_township,barton
gomer,caldwell
goodman,mcdonald
goodnight,polk
gordonville,cape girardeau
gower,clinton
graham,nodaway
grain_valley,jackson
granby,newton
grand_falls_plaza,newton
grand_pass,saline
grand_river_township_(bates_cnty),bates
grand_river_township_(daviess_cnty),daviess
grand_river_township_(dekalb_cnty),dekalb
grand_river_township_(livingston_cnty),livingston
grandin,carter
grandview,jackson
granger,scotland
grant_city,worth
grant_township_(caldwell_cnty),caldwell
grant_township_(dade_cnty),dade
grant_township_(dekalb_cnty),dekalb
grant_township_(harrison_cnty),harrison
grant_township_(nodaway_cnty),nodaway
grant_township_(putnam_cnty),putnam
grantsville,linn
grantwood_village,st. louis
gravois_mills,morgan
gray_summit,franklin
grayhawk,ste. genevieve
grayridge,stoddard
green_city,sullivan
green_park,st. louis
green_ridge,pettis
green_township_(livingston_cnty),livingston
green_township_(nodaway_cnty),nodaway
greencastle,sullivan
greendale,st. louis
greenfield,dade
greentop,schuyler
greenville,wayne
greenwood,jackson
guilford,nodaway
gunn_city,cass
hale,carroll
halfway,polk
hallsville,boone
halltown,lawrence
hamilton,caldwell
hamilton_township_(caldwell_cnty),caldwell
hamilton_township_(harrison_cnty),harrison
hanley_hills,st. louis
hannibal,marion
hardin,ray
harris,sullivan
harrisburg,boone
harrison_township_(daviess_cnty),daviess
harrison_township_(grundy_cnty),grundy
harrison_township_(mercer_cnty),mercer
harrison_township_(vernon_cnty),vernon
harrisonville,cass
hartsburg,boone
hartville,wright
harviell,butler
harwood,vernon
hawk_point,lincoln
hayti,pemiscot
hayti_heights,pemiscot
hayward,pemiscot
haywood_city,scott
hazelwood,st. louis
henrietta,ray
henry,vernon
herculaneum,jefferson
hermann,gasconade
hermitage,hickory
higbee,randolph
higginsville,lafayette
high_hill,montgomery
high_ridge,jefferson
highlandville,christian
hill,carroll
hillsboro,jefferson
hillsdale,st. louis
hoberg,lawrence
holcomb,dunklin
holcomb_township,dunklin
holden,johnson
holland,pemiscot
holliday,monroe
hollister,taney
holt,clay
holts_summit,callaway
homer,bates
homestead,ray
homestown,pemiscot
honey_creek,henry
hopkins,nodaway
hopkins_township,nodaway
horine,jefferson
hornersville,dunklin
houston,texas
houston_lake,platte
houstonia,pettis
howard_township_(bates_cnty),bates
howard_township_(gentry_cnty),gentry
howardville,new madrid
hudson,bates
huggins,gentry
hughes,nodaway
hughesville,pettis
humansville,polk
hume,bates
humphreys,sullivan
hunnewell,shelby
hunter,carter
huntleigh,st. louis
huntsdale,boone
huntsville,randolph
hurdland,knox
hurley,stone
hurricane,carroll
iatan,platte
iberia,miller
imperial,jefferson
independence,jackson
independence_township_(dunklin_cnty),dunklin
independence_township_(nodaway_cnty),nodaway
indian_point,stone
innsbrook,warren
ionia,benton
irena,worth
iron_mountain_lake,st. francois
irondale,washington
ironton,iron
irwin,barton
jackson,cape girardeau
jackson_township_(daviess_cnty),daviess
jackson_township_(gentry_cnty),gentry
jackson_township_(grundy_cnty),grundy
jackson_township_(linn_cnty),linn
jackson_township_(livingston_cnty),livingston
jackson_township_(nodaway_cnty),nodaway
jackson_township_(putnam_cnty),putnam
jackson_township_(sullivan_cnty),sullivan
jackson_township_(texas_cnty),texas
jacksonville,randolph
jameson,daviess
jamesport,daviess
jamesport_township,daviess
jamestown,moniteau
jane,mcdonald
jasper,jasper
jefferson_city,cole
jefferson_township_(daviess_cnty),daviess
jefferson_township_(grundy_cnty),grundy
jefferson_township_(harrison_cnty),harrison
jefferson_township_(linn_cnty),linn
jefferson_township_(nodaway_cnty),nodaway
jennings,st. louis
jerico_springs,cedar
jonesburg,montgomery
joplin,jasper
josephville,st. charles
junction_city,madison
kahoka,clark
kansas_city,jackson
kearney,clay
kelso,scott
kennett,dunklin
keytesville,chariton
keytesville_township,chariton
kidder,caldwell
kidder_township,caldwell
kimberling_city,stone
kimmswick,jefferson
king_city,gentry
kingdom_city,callaway
kingston,caldwell
kingston_township,caldwell
kingsville,johnson
kinloch,st. louis
kirbyville,taney
kirksville,adair
kirkwood,st. louis
kissee_mills,taney
knob_noster,johnson
knox_city,knox
koshkonong,oregon
la_belle,lewis
la_grange,lewis
la_monte,pettis
la_plata,macon
la_russell,jasper
la_tour,johnson
labarque_creek,jefferson
laclede,linn
laddonia,audrain
ladue,st. louis
lake,vernon
lake_annette,cass
lake_lafayette,lafayette
lake_lotawana,jackson
lake_mykee_town,callaway
lake_ozark,miller
lake_st._louis,st. charles
lake_tapawingo,jackson
lake_tekakwitha,jefferson
lake_viking,daviess
lake_waukomis,platte
lake_winnebago,cass
lakeshire,st. louis
lamar,barton
lamar_heights,barton
lamar_township,barton
lanagan,mcdonald
lancaster,schuyler
laredo,grundy
lathrop,clinton
laurie,morgan
lawson,ray
leadington,st. francois
leadwood,st. francois
leasburg,crawford
leawood,newton
lebanon,laclede
lee's_summit,jackson
leesville,henry
leeton,johnson
leisure_lake,grundy
lemay,st. louis
leonard,shelby
leroy,barton
leslie_township,carroll
leslie_village,franklin
levasy,jackson
lewis_and_clark_village,buchanan
lewistown,lewis
lexington,lafayette
liberal,barton
liberty,clay
liberty_township_(daviess_cnty),daviess
liberty_township_(grundy_cnty),grundy
liberty_township_(putnam_cnty),putnam
liberty_township_(stoddard_cnty),stoddard
liberty_township_(sullivan_cnty),sullivan
licking,texas
lilbourn,new madrid
lincoln,benton
lincoln_township_(caldwell_cnty),caldwell
lincoln_township_(daviess_cnty),daviess
lincoln_township_(grundy_cnty),grundy
lincoln_township_(harrison_cnty),harrison
lincoln_township_(nodaway_cnty),nodaway
lincoln_township_(putnam_cnty),putnam
lindley,mercer
linn,osage
linn_creek,camden
linneus,linn
livonia,putnam
loch_lloyd,cass
lock_springs,daviess
lockwood,dade
lockwood_township,dade
locust_creek,linn
lohman,cole
loma_linda,newton
lone_jack,jackson
lone_oak,bates
longtown,perry
louisburg,dallas
louisiana,pike
lowry_city,st. clair
lucerne,putnam
ludlow,livingston
lupus,moniteau
luray,clark
lynch,texas
mackenzie,st. louis
macks_creek,camden
macon,macon
madison,monroe
madison_township_(grundy_cnty),grundy
madison_township_(harrison_cnty),harrison
madison_township_(mercer_cnty),mercer
maitland,holt
malden,dunklin
malta_bend,saline
manchester,st. louis
mansfield,wright
maplewood,st. louis
marble_hill,bollinger
marceline,linn
marceline_township,linn
marion_township_(dade_cnty),dade
marion_township_(daviess_cnty),daviess
marion_township_(grundy_cnty),grundy
marion_township_(harrison_cnty),harrison
marion_township_(mercer_cnty),mercer
marionville,lawrence
marlborough,st. louis
marquand,madison
marshall,saline
marshfield,webster
marston,new madrid
marthasville,warren
martinsburg,audrain
maryland_heights,st. louis
maryville,nodaway
matthews,new madrid
maysville,dekalb
mayview,lafayette
mcbaine,boone
mccord_bend,stone
mcfall,gentry
mckittrick,montgomery
meadville,linn
medicine_township_(livingston_cnty),livingston
medicine_township_(mercer_cnty),mercer
medicine_township_(putnam_cnty),putnam
mehlville,st. louis
memphis,scotland
mendon,chariton
mendon_township,chariton
mercer,mercer
merriam_woods,taney
merwin,bates
meta,osage
metz_town,vernon
metz_township,vernon
mexico,audrain
miami,saline
middletown,montgomery
milan,sullivan
milford_township,barton
milford_village,barton
mill_spring,wayne
millard,adair
miller,lawrence
miller_township,gentry
milo,vernon
mindenmines,barton
mine_la_motte,madison
miner,scott
mineral_point,washington
mingo,bates
mirabile,caldwell
miramiguoa_park,franklin
missouri_city,clay
moberly,randolph
mokane,callaway
moline_acres,st. louis
monett,barry
monroe_city,monroe
monroe_township_(daviess_cnty),daviess
monroe_township_(livingston_cnty),livingston
monroe_township_(nodaway_cnty),nodaway
montevallo,vernon
montgomery_city,montgomery
monticello,lewis
montier,shannon
montrose,henry
